,Symptom,Population_density
11189,e,6300.271529
5705,e,6397.399869
5710,b,6397.399869
5970,b,6397.399869
5984,a,6397.399869
6486,b,6397.399869
7231,a,6397.399869
7452,a,6397.399869
7506,a,6397.399869
7532,a,6397.399869
7580,a,6397.399869
7604,e,6397.399869
7672,a,6397.399869
8037,b,6397.399869
8711,a,6397.399869
8913,e,6397.399869
8996,c,6397.399869
9461,b,6397.399869
9570,a,6397.399869
9574,b,6397.399869
9935,a,6397.399869
10067,a,6397.399869
10574,a,6397.399869
10619,e,6397.399869
11077,a,6397.399869
11241,e,6397.399869
7086,b,6429
8161,b,6429
8911,e,6429
10665,a,6429
11080,a,6429
7696,c,6438.073438
9595,e,6438.073438
1070,a,6470.994869
1072,a,6470.994869
1073,d,6470.994869
5636,a,6499.875172
5771,a,6499.875172
6152,a,6499.875172
6174,a,6499.875172
6328,a,6499.875172
6399,c,6499.875172
6644,a,6499.875172
6855,b,6499.875172
7264,a,6499.875172
7301,a,6499.875172
7442,c,6499.875172
7624,d,6499.875172
7796,a,6499.875172
8473,e,6499.875172
8474,a,6499.875172
8491,e,6499.875172
8550,a,6499.875172
8605,b,6499.875172
8997,a,6499.875172
9160,a,6499.875172
9267,a,6499.875172
9648,a,6499.875172
10003,e,6499.875172
10054,b,6499.875172
10262,a,6499.875172
10341,e,6499.875172
10817,d,6499.875172
10908,a,6499.875172
10964,e,6499.875172
5643,c,6510.554872
5684,a,6510.554872
5717,a,6510.554872
5760,b,6510.554872
5764,b,6510.554872
5768,b,6510.554872
5775,e,6510.554872
5819,e,6510.554872
5848,a,6510.554872
5881,b,6510.554872
5896,b,6510.554872
5903,e,6510.554872
5925,e,6510.554872
5937,a,6510.554872
5938,b,6510.554872
5956,a,6510.554872
5985,e,6510.554872
5989,c,6510.554872
5991,c,6510.554872
6011,a,6510.554872
6015,c,6510.554872
6032,e,6510.554872
6040,b,6510.554872
6104,a,6510.554872
6113,b,6510.554872
6153,e,6510.554872
6166,c,6510.554872
6253,a,6510.554872
6274,a,6510.554872
6287,e,6510.554872
6302,a,6510.554872
6303,a,6510.554872
6314,b,6510.554872
6334,c,6510.554872
6340,d,6510.554872
6348,e,6510.554872
6373,a,6510.554872
6425,c,6510.554872
6430,a,6510.554872
6450,e,6510.554872
6467,c,6510.554872
6481,e,6510.554872
6495,a,6510.554872
6496,c,6510.554872
6497,a,6510.554872
6526,a,6510.554872
6527,a,6510.554872
6567,b,6510.554872
6582,c,6510.554872
6595,e,6510.554872
6607,a,6510.554872
6613,b,6510.554872
6635,a,6510.554872
6638,c,6510.554872
6643,d,6510.554872
6680,b,6510.554872
6761,c,6510.554872
6807,e,6510.554872
6841,a,6510.554872
6847,b,6510.554872
6860,b,6510.554872
6865,b,6510.554872
6869,e,6510.554872
6876,a,6510.554872
6912,a,6510.554872
6935,b,6510.554872
6949,a,6510.554872
6963,e,6510.554872
6968,a,6510.554872
6972,a,6510.554872
6981,a,6510.554872
6989,e,6510.554872
7007,c,6510.554872
7030,b,6510.554872
7048,e,6510.554872
7063,a,6510.554872
7072,d,6510.554872
7073,a,6510.554872
7163,c,6510.554872
7168,a,6510.554872
7178,a,6510.554872
7218,b,6510.554872
7255,b,6510.554872
7278,a,6510.554872
7304,b,6510.554872
7321,b,6510.554872
7355,e,6510.554872
7380,e,6510.554872
7397,b,6510.554872
7470,c,6510.554872
7512,a,6510.554872
7550,e,6510.554872
7745,a,6510.554872
7818,a,6510.554872
7919,a,6510.554872
7991,b,6510.554872
8050,a,6510.554872
8196,a,6510.554872
8263,a,6510.554872
8286,a,6510.554872
8306,a,6510.554872
8335,c,6510.554872
8382,a,6510.554872
8386,a,6510.554872
8391,e,6510.554872
8413,b,6510.554872
8424,e,6510.554872
8440,a,6510.554872
8516,e,6510.554872
8563,b,6510.554872
8565,c,6510.554872
8586,a,6510.554872
8600,b,6510.554872
8634,a,6510.554872
8667,a,6510.554872
8688,a,6510.554872
8696,a,6510.554872
8702,b,6510.554872
8770,e,6510.554872
8781,a,6510.554872
8785,b,6510.554872
8789,a,6510.554872
8807,b,6510.554872
8881,e,6510.554872
8887,e,6510.554872
8988,c,6510.554872
9004,b,6510.554872
9188,c,6510.554872
9312,e,6510.554872
9323,d,6510.554872
9330,a,6510.554872
9350,e,6510.554872
9354,e,6510.554872
9358,e,6510.554872
9359,e,6510.554872
9372,e,6510.554872
9382,e,6510.554872
9392,e,6510.554872
9413,a,6510.554872
9415,e,6510.554872
9451,d,6510.554872
9452,d,6510.554872
9471,e,6510.554872
9482,e,6510.554872
9506,e,6510.554872
9507,e,6510.554872
9518,e,6510.554872
9553,e,6510.554872
9555,e,6510.554872
9579,e,6510.554872
9590,b,6510.554872
9597,b,6510.554872
9600,b,6510.554872
9603,b,6510.554872
9604,e,6510.554872
9615,e,6510.554872
9617,e,6510.554872
9625,e,6510.554872
9631,e,6510.554872
9637,a,6510.554872
9655,b,6510.554872
9664,a,6510.554872
9687,b,6510.554872
9691,b,6510.554872
9699,a,6510.554872
9703,e,6510.554872
9725,c,6510.554872
9730,b,6510.554872
9766,e,6510.554872
9774,d,6510.554872
9781,d,6510.554872
9878,b,6510.554872
9943,a,6510.554872
10079,c,6510.554872
10103,d,6510.554872
10109,a,6510.554872
10185,b,6510.554872
10190,b,6510.554872
10203,b,6510.554872
10226,a,6510.554872
10320,a,6510.554872
10375,d,6510.554872
10379,d,6510.554872
10405,e,6510.554872
10407,d,6510.554872
10464,a,6510.554872
10466,b,6510.554872
10477,a,6510.554872
10478,c,6510.554872
10479,a,6510.554872
10480,a,6510.554872
10499,b,6510.554872
10500,a,6510.554872
10501,c,6510.554872
10518,a,6510.554872
10538,a,6510.554872
10542,b,6510.554872
10555,c,6510.554872
10570,a,6510.554872
10580,b,6510.554872
10588,b,6510.554872
10602,b,6510.554872
10639,e,6510.554872
10646,e,6510.554872
10653,a,6510.554872
10686,e,6510.554872
10692,e,6510.554872
10762,a,6510.554872
10789,a,6510.554872
10802,b,6510.554872
10867,a,6510.554872
10885,b,6510.554872
10942,c,6510.554872
11001,b,6510.554872
11015,e,6510.554872
11021,a,6510.554872
11049,e,6510.554872
11051,e,6510.554872
11137,a,6510.554872
11138,b,6510.554872
11161,a,6510.554872
11188,b,6510.554872
11230,e,6510.554872
11308,a,6510.554872
11324,a,6510.554872
11326,e,6510.554872
1250,b,6538.039874
1255,a,6538.039874
1287,e,6538.039874
1069,e,6578.502824
575,a,6585.151658
5703,e,6675.391984
7501,e,6675.391984
8074,c,6675.391984
8896,b,6675.391984
9238,a,6675.391984
10420,a,6675.391984
5794,b,6712
6956,a,6712
7275,b,6712
7798,e,6712
8422,c,6712
8745,b,6712
8825,b,6712
10286,e,6712
10515,b,6712
10855,a,6712
5714,a,6730.20782
5891,a,6730.20782
7259,c,6730.20782
7945,c,6730.20782
8490,e,6730.20782
8539,b,6730.20782
9266,b,6730.20782
10698,c,6730.20782
11322,e,6730.20782
8489,a,6878.798002
5853,e,6916.951365
6452,a,6916.951365
7485,a,6916.951365
5861,c,7012.79271
5865,a,7012.79271
5977,b,7012.79271
7433,c,7012.79271
7712,a,7012.79271
8937,b,7012.79271
9028,b,7012.79271
9199,b,7012.79271
10086,a,7012.79271
10786,e,7012.79271
10831,a,7012.79271
5675,a,7017.580161
5754,a,7017.580161
5791,b,7017.580161
6082,b,7017.580161
6105,e,7017.580161
6185,a,7017.580161
6240,a,7017.580161
6241,e,7017.580161
6401,c,7017.580161
6561,b,7017.580161
6598,b,7017.580161
6675,e,7017.580161
6694,b,7017.580161
6695,a,7017.580161
6745,a,7017.580161
6755,b,7017.580161
6806,e,7017.580161
6831,c,7017.580161
6898,b,7017.580161
6987,e,7017.580161
7040,e,7017.580161
7069,e,7017.580161
7177,a,7017.580161
7331,a,7017.580161
7430,e,7017.580161
7492,a,7017.580161
7556,a,7017.580161
7609,c,7017.580161
7718,b,7017.580161
7787,a,7017.580161
7832,c,7017.580161
7865,a,7017.580161
7901,a,7017.580161
7976,e,7017.580161
8001,c,7017.580161
8027,a,7017.580161
8139,a,7017.580161
8185,a,7017.580161
8186,a,7017.580161
8258,e,7017.580161
8328,b,7017.580161
8444,a,7017.580161
8452,b,7017.580161
8454,a,7017.580161
8467,e,7017.580161
8485,c,7017.580161
8601,b,7017.580161
8755,b,7017.580161
9163,c,7017.580161
9225,a,7017.580161
9228,a,7017.580161
9268,a,7017.580161
9287,b,7017.580161
9622,a,7017.580161
9689,b,7017.580161
9835,e,7017.580161
9918,a,7017.580161
10091,a,7017.580161
10094,c,7017.580161
10193,b,7017.580161
10247,a,7017.580161
10274,b,7017.580161
10292,a,7017.580161
10684,a,7017.580161
10770,a,7017.580161
10791,c,7017.580161
10849,b,7017.580161
10872,c,7017.580161
10875,b,7017.580161
10920,a,7017.580161
10933,a,7017.580161
10939,a,7017.580161
10962,b,7017.580161
11029,d,7017.580161
11085,b,7017.580161
11227,b,7017.580161
11287,a,7017.580161
6276,a,7047.242008
9678,c,7047.242008
11141,a,7047.242008
5622,e,7056.421841
5682,a,7056.421841
5817,c,7056.421841
6829,a,7056.421841
7092,a,7056.421841
7226,b,7056.421841
7504,c,7056.421841
7543,b,7056.421841
8479,a,7056.421841
8944,e,7056.421841
9227,a,7056.421841
9276,e,7056.421841
9331,a,7056.421841
9374,b,7056.421841
9654,a,7056.421841
10270,e,7056.421841
10696,a,7056.421841
6324,b,7143
7090,e,7143
7093,e,7143
7890,b,7143
9111,c,7143
9151,a,7143
9314,a,7143
9778,b,7143
10556,a,7143
10657,b,7143
10714,a,7143
5857,a,7155.436853
6227,b,7155.436853
6448,a,7155.436853
6665,a,7155.436853
6678,e,7155.436853
6889,b,7155.436853
6891,a,7155.436853
7357,a,7155.436853
7424,b,7155.436853
8341,c,7155.436853
8486,a,7155.436853
9059,c,7155.436853
9171,b,7155.436853
9242,e,7155.436853
9273,e,7155.436853
9578,d,7155.436853
9650,e,7155.436853
9771,b,7155.436853
10212,b,7155.436853
10273,c,7155.436853
10359,a,7155.436853
10730,b,7155.436853
10749,a,7155.436853
10871,b,7155.436853
11032,a,7155.436853
11243,b,7155.436853
5642,e,7160.722646
5798,b,7186.979908
6388,e,7186.979908
6577,a,7186.979908
7004,e,7186.979908
7569,a,7186.979908
8615,a,7186.979908
8695,a,7186.979908
8754,d,7186.979908
9305,e,7186.979908
9882,a,7186.979908
10228,c,7186.979908
10510,b,7186.979908
11159,a,7186.979908
11200,b,7186.979908
5808,a,7195.256494
5894,b,7195.256494
6306,a,7195.256494
6490,e,7195.256494
6938,a,7195.256494
7005,a,7195.256494
7148,b,7195.256494
7378,a,7195.256494
7418,a,7195.256494
7494,e,7195.256494
7536,b,7195.256494
7603,b,7195.256494
8156,a,7195.256494
9106,b,7195.256494
9108,a,7195.256494
9257,e,7195.256494
9632,a,7195.256494
10745,c,7195.256494
10796,a,7195.256494
11274,a,7195.256494
5649,c,7279.775388
5660,c,7279.775388
5840,e,7279.775388
5921,a,7279.775388
6009,a,7279.775388
6319,e,7279.775388
6367,a,7279.775388
6369,c,7279.775388
6392,b,7279.775388
6523,e,7279.775388
6754,b,7279.775388
6794,c,7279.775388
6816,b,7279.775388
6849,a,7279.775388
6923,a,7279.775388
7121,a,7279.775388
7208,a,7279.775388
7328,e,7279.775388
7345,a,7279.775388
7416,b,7279.775388
7462,b,7279.775388
7601,b,7279.775388
7665,a,7279.775388
7688,b,7279.775388
7811,a,7279.775388
7875,a,7279.775388
7967,b,7279.775388
8018,a,7279.775388
8024,a,7279.775388
8290,a,7279.775388
8333,e,7279.775388
8697,c,7279.775388
8731,e,7279.775388
8778,a,7279.775388
8952,e,7279.775388
8979,c,7279.775388
9053,a,7279.775388
9364,a,7279.775388
9628,c,7279.775388
9877,a,7279.775388
9950,c,7279.775388
9981,a,7279.775388
10008,a,7279.775388
10021,a,7279.775388
10074,c,7279.775388
10077,a,7279.775388
10078,a,7279.775388
10082,a,7279.775388
10120,b,7279.775388
10454,a,7279.775388
10530,b,7279.775388
10583,a,7279.775388
10641,b,7279.775388
10975,b,7279.775388
7857,a,7334.303458
9054,a,7334.303458
9833,a,7334.303458
9874,a,7334.303458
10795,e,7334.303458
1266,a,7380.203676
1273,e,7380.203676
5847,c,7500
6280,a,7500
6403,a,7500
6518,c,7500
7461,e,7500
8281,a,7500
8347,b,7500
8451,e,7500
8999,c,7500
9038,b,7500
9289,a,7500
9797,e,7500
11181,b,7500
11204,e,7500
7502,a,7564.139216
8510,b,7564.139216
8705,a,7564.139216
9264,b,7604.55023
10744,a,7604.55023
11003,a,7604.55023
5806,b,7609
5821,a,7609
6608,c,7609
6623,a,7609
6815,a,7609
7186,a,7609
7713,a,7609
8163,a,7609
8517,c,7609
8675,a,7609
8682,a,7609
8939,a,7609
9669,b,7609
9805,e,7609
10455,b,7609
10649,a,7609
10731,a,7609
11081,b,7609
11104,b,7609
11291,b,7609
5785,a,7666.179342
5893,e,7666.179342
5927,a,7666.179342
5950,d,7666.179342
6162,a,7666.179342
6294,a,7666.179342
6301,b,7666.179342
6383,b,7666.179342
6384,a,7666.179342
6393,a,7666.179342
6409,a,7666.179342
6433,b,7666.179342
6440,b,7666.179342
6736,a,7666.179342
6767,b,7666.179342
6768,b,7666.179342
6775,e,7666.179342
6848,c,7666.179342
6879,e,7666.179342
6913,e,7666.179342
6957,a,7666.179342
6975,b,7666.179342
7052,a,7666.179342
7106,e,7666.179342
7137,e,7666.179342
7174,d,7666.179342
7245,b,7666.179342
7311,a,7666.179342
7313,c,7666.179342
7314,a,7666.179342
7333,b,7666.179342
7398,a,7666.179342
7400,a,7666.179342
7561,a,7666.179342
7628,a,7666.179342
7694,e,7666.179342
7731,a,7666.179342
7741,a,7666.179342
7801,b,7666.179342
7814,e,7666.179342
7837,c,7666.179342
7883,e,7666.179342
7904,a,7666.179342
8003,a,7666.179342
8071,a,7666.179342
8076,a,7666.179342
8135,b,7666.179342
8165,a,7666.179342
8305,c,7666.179342
8355,e,7666.179342
8370,a,7666.179342
8414,b,7666.179342
8484,c,7666.179342
8512,b,7666.179342
8566,b,7666.179342
8572,e,7666.179342
8599,b,7666.179342
8645,a,7666.179342
8686,a,7666.179342
8809,b,7666.179342
8882,e,7666.179342
8977,a,7666.179342
9041,e,7666.179342
9102,e,7666.179342
9285,a,7666.179342
9361,a,7666.179342
9513,b,7666.179342
9529,a,7666.179342
9561,c,7666.179342
9583,a,7666.179342
9745,a,7666.179342
9757,e,7666.179342
9767,e,7666.179342
9979,a,7666.179342
9986,e,7666.179342
10004,e,7666.179342
10188,e,7666.179342
10254,b,7666.179342
10323,a,7666.179342
10327,c,7666.179342
10352,c,7666.179342
10606,a,7666.179342
10751,a,7666.179342
10843,a,7666.179342
10868,b,7666.179342
10981,e,7666.179342
10983,a,7666.179342
11155,b,7666.179342
11218,b,7666.179342
6207,a,7873.704931
6501,b,7873.704931
7024,c,7873.704931
9990,a,7873.704931
5797,a,7881.33145
6194,a,7881.33145
6905,a,7881.33145
7527,e,7881.33145
7574,a,7881.33145
9306,e,7881.33145
9457,e,7881.33145
9502,e,7881.33145
9541,a,7881.33145
10513,a,7881.33145
11255,c,7881.33145
5986,a,7882.890307
7270,e,7882.890307
7817,c,7882.890307
8496,b,7882.890307
8614,b,7882.890307
9920,a,7882.890307
10049,a,7882.890307
10333,a,7882.890307
10626,b,7882.890307
10797,b,7882.890307
5800,a,7992.932438
6622,e,7992.932438
6747,a,7992.932438
7217,e,7992.932438
7425,c,7992.932438
7827,a,7992.932438
10288,a,7992.932438
6969,a,8025.043653
9243,e,8025.043653
10287,a,8025.043653
8387,e,8103.194903
10015,b,8103.194903
10207,b,8103.194903
8458,e,8139.018633
5965,b,8140
6064,a,8140
5621,a,8227.365143
5647,b,8227.365143
5663,a,8227.365143
5664,b,8227.365143
5687,a,8227.365143
5702,a,8227.365143
5718,e,8227.365143
5780,a,8227.365143
5820,b,8227.365143
5829,a,8227.365143
5830,c,8227.365143
5928,a,8227.365143
5978,a,8227.365143
5982,b,8227.365143
6000,a,8227.365143
6005,c,8227.365143
6037,a,8227.365143
6048,a,8227.365143
6065,a,8227.365143
6088,a,8227.365143
6103,c,8227.365143
6106,e,8227.365143
6139,c,8227.365143
6167,a,8227.365143
6214,a,8227.365143
6219,e,8227.365143
6239,a,8227.365143
6265,e,8227.365143
6329,a,8227.365143
6351,d,8227.365143
6377,e,8227.365143
6387,a,8227.365143
6400,a,8227.365143
6426,b,8227.365143
6451,a,8227.365143
6456,a,8227.365143
6504,b,8227.365143
6509,a,8227.365143
6515,a,8227.365143
6538,d,8227.365143
6596,b,8227.365143
6693,a,8227.365143
6713,a,8227.365143
6826,a,8227.365143
6839,e,8227.365143
6859,c,8227.365143
6872,a,8227.365143
6919,e,8227.365143
6980,a,8227.365143
7017,a,8227.365143
7025,a,8227.365143
7039,a,8227.365143
7043,b,8227.365143
7056,a,8227.365143
7114,c,8227.365143
7124,a,8227.365143
7126,b,8227.365143
7149,a,8227.365143
7162,a,8227.365143
7185,a,8227.365143
7201,a,8227.365143
7204,a,8227.365143
7241,b,8227.365143
7297,a,8227.365143
7305,a,8227.365143
7382,b,8227.365143
7401,b,8227.365143
7415,e,8227.365143
7493,a,8227.365143
7503,b,8227.365143
7539,e,8227.365143
7546,a,8227.365143
7575,a,8227.365143
7618,b,8227.365143
7632,a,8227.365143
7633,a,8227.365143
7667,e,8227.365143
7678,c,8227.365143
7706,a,8227.365143
7755,a,8227.365143
7767,a,8227.365143
7768,a,8227.365143
7828,a,8227.365143
7840,b,8227.365143
7841,b,8227.365143
7851,a,8227.365143
7855,a,8227.365143
7860,a,8227.365143
7873,a,8227.365143
7915,a,8227.365143
7995,a,8227.365143
8008,a,8227.365143
8021,a,8227.365143
8028,a,8227.365143
8083,a,8227.365143
8116,b,8227.365143
8154,a,8227.365143
8164,a,8227.365143
8187,b,8227.365143
8199,a,8227.365143
8213,a,8227.365143
8247,a,8227.365143
8259,b,8227.365143
8300,a,8227.365143
8350,e,8227.365143
8352,e,8227.365143
8361,a,8227.365143
8374,a,8227.365143
8427,a,8227.365143
8430,a,8227.365143
8434,e,8227.365143
8435,e,8227.365143
8463,b,8227.365143
8503,b,8227.365143
8530,c,8227.365143
8543,b,8227.365143
8551,a,8227.365143
8625,b,8227.365143
8640,a,8227.365143
8650,a,8227.365143
8652,b,8227.365143
8683,b,8227.365143
8724,a,8227.365143
8734,a,8227.365143
8760,a,8227.365143
8782,b,8227.365143
8788,c,8227.365143
8798,b,8227.365143
8811,a,8227.365143
8813,a,8227.365143
8841,a,8227.365143
8854,a,8227.365143
8933,a,8227.365143
8935,e,8227.365143
8965,b,8227.365143
9039,a,8227.365143
9078,e,8227.365143
9128,a,8227.365143
9130,a,8227.365143
9147,a,8227.365143
9170,a,8227.365143
9265,a,8227.365143
9281,a,8227.365143
9325,a,8227.365143
9376,e,8227.365143
9410,c,8227.365143
9417,b,8227.365143
9429,a,8227.365143
9443,a,8227.365143
9480,c,8227.365143
9549,b,8227.365143
9565,a,8227.365143
9653,a,8227.365143
9660,a,8227.365143
9749,e,8227.365143
9803,b,8227.365143
9822,b,8227.365143
9834,a,8227.365143
9869,a,8227.365143
9887,e,8227.365143
9913,a,8227.365143
9914,b,8227.365143
10022,b,8227.365143
10047,a,8227.365143
10144,b,8227.365143
10168,a,8227.365143
10186,a,8227.365143
10194,a,8227.365143
10218,a,8227.365143
10225,b,8227.365143
10227,a,8227.365143
10244,b,8227.365143
10268,b,8227.365143
10302,a,8227.365143
10372,b,8227.365143
10373,b,8227.365143
10422,a,8227.365143
10437,a,8227.365143
10445,a,8227.365143
10497,b,8227.365143
10527,a,8227.365143
10553,a,8227.365143
10636,e,8227.365143
10687,e,8227.365143
10712,a,8227.365143
10732,a,8227.365143
10752,b,8227.365143
10832,a,8227.365143
10833,b,8227.365143
10839,e,8227.365143
10845,b,8227.365143
10853,b,8227.365143
10882,c,8227.365143
10892,a,8227.365143
10894,b,8227.365143
10945,a,8227.365143
10956,e,8227.365143
11013,a,8227.365143
11016,a,8227.365143
11020,b,8227.365143
11026,a,8227.365143
11045,e,8227.365143
11059,a,8227.365143
11064,b,8227.365143
11087,d,8227.365143
11119,a,8227.365143
11144,a,8227.365143
11261,e,8227.365143
11294,a,8227.365143
11299,a,8227.365143
6054,a,8247
6178,e,8247
6435,c,8247
6928,b,8247
9280,a,8247
9293,c,8247
9666,a,8247
6616,b,8252.207187
7892,b,8252.207187
7981,b,8252.207187
10447,b,8252.207187
10523,b,8252.207187
11194,a,8252.207187
11236,b,8252.207187
5769,a,8280.561102
6035,a,8280.561102
6346,c,8280.561102
6618,a,8280.561102
6703,e,8280.561102
6710,b,8280.561102
7835,a,8280.561102
8070,a,8280.561102
8339,c,8280.561102
8871,b,8280.561102
8990,a,8280.561102
9211,a,8280.561102
9352,a,8280.561102
9355,a,8280.561102
10028,a,8280.561102
10421,b,8280.561102
10476,b,8280.561102
10682,a,8280.561102
7720,a,8347.197376
1297,b,8366.383802
5657,a,8399.239382
5661,e,8399.239382
5697,b,8399.239382
5716,a,8399.239382
5726,b,8399.239382
5799,c,8399.239382
5890,a,8399.239382
5917,a,8399.239382
5933,c,8399.239382
5960,a,8399.239382
5974,a,8399.239382
5993,e,8399.239382
6039,a,8399.239382
6186,e,8399.239382
6222,a,8399.239382
6224,d,8399.239382
6243,b,8399.239382
6248,b,8399.239382
6252,d,8399.239382
6355,b,8399.239382
6389,b,8399.239382
6445,e,8399.239382
6469,c,8399.239382
6539,b,8399.239382
6571,a,8399.239382
6668,c,8399.239382
6700,a,8399.239382
6737,e,8399.239382
6750,c,8399.239382
6799,b,8399.239382
6917,a,8399.239382
6939,e,8399.239382
6943,a,8399.239382
6945,a,8399.239382
6982,b,8399.239382
7020,a,8399.239382
7022,e,8399.239382
7070,a,8399.239382
7133,a,8399.239382
7315,a,8399.239382
7354,e,8399.239382
7367,e,8399.239382
7385,b,8399.239382
7393,e,8399.239382
7473,b,8399.239382
7571,b,8399.239382
7631,a,8399.239382
7692,b,8399.239382
7739,a,8399.239382
7790,c,8399.239382
7963,c,8399.239382
7965,b,8399.239382
8096,c,8399.239382
8097,a,8399.239382
8098,b,8399.239382
8099,c,8399.239382
8100,e,8399.239382
8153,a,8399.239382
8265,e,8399.239382
8289,e,8399.239382
8362,a,8399.239382
8363,a,8399.239382
8380,a,8399.239382
8385,a,8399.239382
8494,e,8399.239382
8790,b,8399.239382
8849,b,8399.239382
8855,a,8399.239382
9011,d,8399.239382
9050,b,8399.239382
9253,c,8399.239382
9279,e,8399.239382
9346,e,8399.239382
9367,a,8399.239382
9591,a,8399.239382
9621,b,8399.239382
9639,b,8399.239382
9702,a,8399.239382
9753,e,8399.239382
9770,a,8399.239382
9784,c,8399.239382
9872,b,8399.239382
9906,a,8399.239382
9925,a,8399.239382
9929,b,8399.239382
9956,a,8399.239382
10046,e,8399.239382
10167,a,8399.239382
10325,b,8399.239382
10531,a,8399.239382
10572,b,8399.239382
10631,c,8399.239382
10767,a,8399.239382
10768,e,8399.239382
10805,c,8399.239382
10978,b,8399.239382
11012,e,8399.239382
11034,e,8399.239382
11039,e,8399.239382
11098,b,8399.239382
11298,a,8399.239382
11316,a,8399.239382
5823,a,8587.236614
5904,b,8587.236614
6225,a,8587.236614
6332,a,8587.236614
6734,e,8587.236614
6790,a,8587.236614
6904,e,8587.236614
6985,b,8587.236614
7157,e,8587.236614
7449,a,8587.236614
7534,a,8587.236614
7563,a,8587.236614
7594,b,8587.236614
7861,a,8587.236614
8578,a,8587.236614
8892,b,8587.236614
9034,a,8587.236614
9070,a,8587.236614
9156,a,8587.236614
9240,b,8587.236614
9249,a,8587.236614
9818,e,8587.236614
9873,a,8587.236614
9879,e,8587.236614
10031,a,8587.236614
10549,e,8587.236614
10625,c,8587.236614
10671,a,8587.236614
10881,e,8587.236614
10987,c,8587.236614
10997,d,8587.236614
11100,a,8587.236614
11171,c,8587.236614
6055,a,8689.648713
6163,b,8689.648713
6220,b,8689.648713
6417,a,8689.648713
6583,e,8689.648713
8389,a,8689.648713
8852,b,8689.648713
9423,c,8689.648713
9823,c,8689.648713
9936,b,8689.648713
9949,b,8689.648713
9976,a,8689.648713
10089,a,8689.648713
10210,e,8689.648713
5659,e,8807.371143
7003,d,8807.371143
7920,e,8807.371143
8354,b,8807.371143
8764,a,8807.371143
9479,a,8807.371143
10042,a,8807.371143
10253,a,8807.371143
10727,b,8807.371143
8523,b,9390.779749
9208,a,9390.779749
10146,b,9390.779749
5947,a,9447.678051
7564,a,9447.678051
7882,c,9447.678051
8049,c,9447.678051
8465,d,9447.678051
9009,a,9447.678051
9605,b,9447.678051
10354,c,9447.678051
10971,c,9447.678051
10972,c,9447.678051
10974,c,9447.678051
11055,e,9447.678051
5683,b,9679
5909,b,9679
6140,b,9679
6209,b,9679
6358,a,9679
6439,c,9679
6654,a,9679
6671,a,9679
6682,a,9679
7227,e,9679
7497,a,9679
7625,b,9679
7626,c,9679
7721,c,9679
7750,b,9679
7845,b,9679
7939,a,9679
8304,e,9679
8318,a,9679
8319,e,9679
8606,b,9679
8619,a,9679
8665,a,9679
8777,c,9679
8966,c,9679
9096,c,9679
9300,a,9679
9458,a,9679
9756,b,9679
9799,a,9679
10265,a,9679
10334,a,9679
10754,b,9679
10846,c,9679
11090,b,9679
11190,d,9679
1260,a,9684.95114
5802,d,9756
5997,a,9756
6679,a,9756
6735,e,9756
6931,a,9756
7059,c,9756
7176,a,9756
7280,a,9756
7396,b,9756
7560,a,9756
7588,a,9756
8299,b,9756
8312,c,9756
8449,b,9756
8525,a,9756
8622,e,9756
8726,e,9756
8776,b,9756
8828,b,9756
8932,e,9756
8964,e,9756
9466,b,9756
9601,a,9756
10038,e,9756
10159,a,9756
10851,c,9756
8898,a,10091.36186
9620,b,10091.36186
11120,a,10091.36186
6619,e,10556
10201,a,10556
6322,b,11043
7680,a,11043
9438,b,11043
9514,e,11043
9682,b,11043
10707,a,11043
10830,b,11043
11089,a,11043
6203,a,11084
8280,a,11084
9224,b,11084
10485,a,11084
10511,a,11084
10516,e,11084
10524,a,11084
11112,c,11084
7272,e,11163
8630,e,11163
8749,d,11333
9083,b,11333
9623,e,11333
10910,d,11333
5691,a,11383
6434,b,11644
6853,b,11644
8214,b,11644
8218,b,11644
8219,b,11644
8236,b,11644
8268,c,11644
8307,b,11644
9828,a,11644
9902,b,11644
9919,e,11644
10424,a,11644
11060,b,11644
5633,c,11852
5761,b,11852
5786,b,11852
5867,c,11852
5908,a,11852
5976,c,11852
6050,a,11852
6254,c,11852
6947,b,11852
7203,e,11852
7364,b,11852
7445,b,11852
7791,a,11852
7898,a,11852
8237,a,11852
8628,b,11852
8677,a,11852
8738,c,11852
9295,b,11852
9339,a,11852
9380,b,11852
9861,a,11852
9880,a,11852
10119,a,11852
10293,a,11852
10489,a,11852
11295,b,11852
5738,b,11967
5874,b,11967
6363,c,11967
7224,b,11967
7774,a,11967
8151,a,11967
8315,c,11967
8498,a,11967
8805,c,11967
8985,e,11967
9510,a,11967
9515,a,11967
9602,c,11967
9759,a,11967
9999,b,11967
10155,b,11967
10343,b,11967
10792,e,11967
10847,a,11967
11278,a,11967
11282,b,11967
11302,a,11967
5638,b,12000
6121,a,12000
6175,e,12000
6746,b,12000
6833,a,12000
7782,e,12000
8953,a,12000
9481,c,12000
9675,e,12000
9844,a,12000
9952,a,12000
9996,a,12000
10124,a,12000
10285,c,12000
10298,a,12000
10535,a,12000
10669,b,12000
10889,a,12000
11199,a,12000
5813,a,12545
7303,a,12545
7429,e,12545
7714,a,12545
7885,b,12545
8155,a,12545
8557,b,12545
8562,c,12545
8844,b,12545
8981,b,12545
8983,b,12545
9168,a,12545
9598,a,12545
9841,a,12545
10419,a,12545
